name,discount_rate,base_price,price,unit_price_text,arrival_info,rating_total_cnt,reward_cash,image_url,amount,amount_unit,quantity,quantity_unit
"오뚜기 옛날 참기름, 500ml, 1개",2,7280,7100,(10ml당142원),내일(일) 새벽도착 보장,848,355,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/39825140779715-16434178-58b4-4f09-b09f-7a9c0d421bcd.jpg,500.0,ml,1.0,개
"청정원 카놀라유, 500ml, 1개",36,5140,3240,(100ml당648원),내일(일) 새벽도착 보장,110,162,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3237229844840208-488b1b05-e2d5-4173-ac7f-307c5c137a27.jpg,500.0,ml,1.0,개
"이리아다 칼라마타 엑스트라버진 실버틴 올리브오일, 500ml, 1개",17,26320,21600,"(100ml당4,320원)",내일(일) 새벽도착 보장,18,1080,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/15/23/8/ab878d25-6727-470a-9bd1-99f888670593.jpg,500.0,ml,1.0,개
"리지 100% PURE 현미유, 1개, 500ml",,,6680,"(100ml당1,336원)",내일(일) 새벽도착 보장,493,334,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/39904716541092-243fb0a1-a34c-4ffe-828a-85694b235791.jpg,1.0,개,500.0,ml
"네츄라바이오푸즈 엑스트라버진 아보카도 오일, 1L, 1개",,,27500,"(100ml당2,750원)",내일(일) 새벽도착 보장,600,1375,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/106245490365051-f599f983-6bb2-46bc-8603-5b95609a315d.jpg,1.0,l,1.0,개
"오뚜기 고소한 참기름 병, 320ml, 1개",20,9380,7450,(10ml당233원),내일(일) 새벽도착 보장,2121,373,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1673117901373851-11e9747b-a169-455d-8e65-7bc8c1470268.png,320.0,ml,1.0,개
"데체코 플루타토 엑스트라 버진 올리브오일, 750ml, 1개",2,30000,29150,"(100ml당3,887원)",내일(일) 새벽도착 보장,4,1458,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/535161317533339-4b32cc5a-b2a3-4681-b79d-b200fc4a679b.jpg,750.0,ml,1.0,개
"해표 포도씨유, 900ml, 1개",1,7700,7600,(100ml당844원),내일(일) 새벽도착 보장,681,380,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8411370832945295-f4cad018-1082-421b-9e09-5e4e35306d2b.jpg,900.0,ml,1.0,개
"만토바 아보카도 오일 스프레이, 200ml, 1개",16,19150,15980,"(100ml당7,990원)",내일(일) 새벽도착 보장,68,799,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/70977281752009-e0199157-c076-48ed-b558-395ce27f54c3.jpg,200.0,ml,1.0,개
"파르키오니 엑스트라 버진 올리브 오일, 1L, 1개",40,54000,31990,"(100ml당3,199원)",내일(일) 새벽도착 보장,1100,1600,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4339583597700978-316aedf4-961b-416a-9c68-328cd1bfc7d2.jpg,1.0,l,1.0,개
"향유상회 진한 참바른 저온압착 참기름, 350ml, 1개",31,19690,13530,(10ml당387원),내일(일) 새벽도착 보장,1426,676,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4074910900684242-3ed02292-e05b-47e9-bb5e-0243355d2bf8.jpg,350.0,ml,1.0,개
"아우아카틀 엑스트라버진 아보카도오일, 250ml, 1개",6,10500,9790,"(100ml당3,916원)",내일(일) 새벽도착 보장,9,490,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2445167874495064-3f2f0862-d2d1-4cc1-8b8f-63165987dcb9.jpg,250.0,ml,1.0,개
"사조해표 옥수수유, 1.8L, 1개",5,7800,7400,(100ml당411원),내일(일) 새벽도착 보장,101,370,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2019/02/28/3000080436/06cdab2e-1299-442a-8ac5-5f5715544df2.jpg,1.8,l,1.0,개
"해표 고소한 참기름, 1개, 55ml",,,2090,(10ml당380원),내일(일) 새벽도착 보장,242,105,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/474897735824634-d4958936-ddfd-44d5-93b8-5938ac185df1.jpg,1.0,개,55.0,ml
"청정원 카놀라유, 900ml, 1개",33,8100,5370,(100ml당597원),내일(일) 새벽도착 보장,2392,269,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8398283247422338-1eaddb9f-1050-498b-b20e-028b7a06fda6.png,900.0,ml,1.0,개
"티케이 현미영양가득 현미유, 500ml, 1개",,,6830,"(100ml당1,366원)",내일(일) 새벽도착 보장,161,341,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/107053801839841-ec0604e8-b1fc-435c-b670-7dffac675caa.jpg,500.0,ml,1.0,개
"오뚜기 고소한 참기름 캔, 500ml, 1개",23,13980,10690,"(100ml당2,138원)",내일(일) 새벽도착 보장,2092,535,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2976145705103958-dea81571-9ce9-48a0-9175-f0d1e72600fc.jpg,500.0,ml,1.0,개
"청정원 고소한 건강생각 참기름, 1개, 160ml",17,5920,4900,(10ml당306원),내일(일) 새벽도착 보장,126,245,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3811706942917689-8a2c635a-0ebd-40b7-b5d3-c2dd0eda95ce.jpg,1.0,개,160.0,ml
"올리타리아 포도씨유, 1L, 1개",31,17300,11900,"(100ml당1,190원)",내일(일) 새벽도착 보장,2473,595,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/199994948305089-b2112c2a-fc50-4eb9-b464-4d1903cb7fcd.jpg,1.0,l,1.0,개
"모니니 안포라 퓨어올리브오일, 1L, 1개",5,30980,29130,"(100ml당2,913원)",내일(일) 새벽도착 보장,584,1456,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/07/17/3000068425/372b8750-5084-40df-9056-dab762e33d7d.jpg,1.0,l,1.0,개
"산루카스 엑스트라버진 아보카도오일, 1L, 1개",,,24980,"(100ml당2,498원)",내일(일) 새벽도착 보장,2111,1249,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4280225672892042-ce788c2e-2db2-45f4-a550-86a664f81383.jpg,1.0,l,1.0,개
"에스파놀라 아보카도오일 스프레이형, 200ml, 1개",13,15600,13500,"(100ml당6,750원)",내일(일) 새벽도착 보장,464,675,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/965406282611143-26681863-5820-442a-b6ef-1a334b8bdc48.jpg,200.0,ml,1.0,개
"해표 참진한 들기름, 320ml, 1개",,,8330,(10ml당260원),내일(일) 새벽도착 보장,503,416,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/338408797573843-daac46b1-505e-4aaa-965b-4524d8b11ab2.jpg,320.0,ml,1.0,개
"오뚜기 옛날참기름, 320ml, 1개",,,6300,(10ml당197원),내일(일) 새벽도착 보장,803,315,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/40472205226272-37e35d3f-beaf-472c-b7e0-a752c616391e.jpg,320.0,ml,1.0,개
"올리타리아 포도씨유, 500ml, 1개",25,10480,7780,"(100ml당1,556원)",내일(일) 새벽도착 보장,234,389,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/519527166006256-1de91e13-ae15-48b5-8b09-129e13856279.jpg,500.0,ml,1.0,개
"오뚜기 옛 날 참기름, 350ml, 1개",,,6050,(10ml당173원),내일(일) 새벽도착 보장,44,303,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/82310658701705-8d73d5ab-bff2-434a-abe1-c0b0a4c5541c.jpg,350.0,ml,1.0,개
"솔레르로메로 유기농 엑스트라버진 올리브오일, 250ml, 1개",15,22000,18690,"(100ml당7,476원)",내일(일) 새벽도착 보장,159,935,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/183989107895299-379966ad-23b6-49a5-abfd-2447ac7b7731.jpg,250.0,ml,1.0,개
"솔레르로메로 유기농 엑스트라 버진 올리브 오일, 500ml, 1개",18,34000,27790,"(100ml당5,558원)",내일(일) 새벽도착 보장,20,1390,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1567841708684890-01be1eb3-798e-40f9-a23d-182a7ce05135.jpg,500.0,ml,1.0,개
"해표 해바라기유, 1개, 900ml",4,6590,6300,(100ml당700원),내일(일) 새벽도착 보장,99,315,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1220654357942837-6e8c2c3a-cc75-4875-91f6-5617d8456337.jpg,1.0,개,900.0,ml
"올리타리아 송로버섯향 엑스트라버진 올리브유, 250ml, 1개",10,13700,12310,"(100ml당4,924원)",내일(일) 새벽도착 보장,222,615,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/603841325453905-0a201b2c-9996-4ab0-a8db-4862ab4605e7.jpg,250.0,ml,1.0,개
"샘표 일편단심 통참깨 참기름, 200ml, 1개",4,6150,5900,(10ml당295원),내일(일) 새벽도착 보장,764,295,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2978883008493062-fb18361f-2e04-4cec-ac8f-09df4b9091bc.png,200.0,ml,1.0,개
"오뚜기 카놀라유, 900ml, 1개",22,8480,6570,(100ml당730원),내일(일) 새벽도착 보장,273,329,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/757963875268824-5f97a96c-ecbe-4341-9a39-d6248d3a8534.jpg,900.0,ml,1.0,개
"불로동주유소 참기름, 200ml, 1개",,,29750,"(10ml당1,488원)",내일(일) 새벽도착 보장,89,1488,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/03/9/4/eb2c3748-7c2c-4045-aea9-8f84e2274c1c.jpg,200.0,ml,1.0,개
"모니니 안포라 퓨어 올리브 오일, 500ml, 1개",5,20000,18980,"(100ml당3,796원)",내일(일) 새벽도착 보장,97,949,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/07/17/3000068430/530351f2-f21c-49c1-b7a2-2464c82e3258.jpg,500.0,ml,1.0,개
"폰타나 이탈리아 포도씨유 마라스카, 500ml, 1개",19,8800,7100,"(100ml당1,420원)",내일(일) 새벽도착 보장,2086,355,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7887803313139012-2eaee63b-8f5f-4fb7-af36-1a8fe7751a2d.jpg,500.0,ml,1.0,개
"해표 딱 한번 짠 고소한 참기름, 500ml, 1개",4,7650,7330,(10ml당147원),내일(일) 새벽도착 보장,128,366,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/09/14/4/cae61093-4a89-467c-b66b-d2c8bd1edd6c.jpg,500.0,ml,1.0,개
"곰곰 바쏘 100% 이탈리안 포도씨유, 1L, 1개",8,12490,11490,"(100ml당1,149원)",내일(일) 새벽도착 보장,112,575,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/166694523185695-1b60a445-347b-4ea7-83ea-ca63d20ac09c.png,1.0,l,1.0,개
"엑스트라버진 코코넛오일, 500ml, 1개",2,9900,9640,"(100ml당1,928원)",내일(일) 새벽도착 보장,7,482,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12132306970455253-acab17a2-8272-48fc-82aa-24d600852601.jpg,500.0,ml,1.0,개
"시아스 화유, 500ml, 1개",5,9230,8750,"(100ml당1,750원)",내일(일) 새벽도착 보장,328,438,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/970512620366832-09aaaab5-d6e7-42d0-b716-6b17da493ec0.jpg,500.0,ml,1.0,개
"모니니 클라시코 엑스트라 버진 올리브오일, 1L, 1개",,,32980,(10ml당330원),내일(일) 새벽도착 보장,21,1649,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1168873893800542-35065514-4c5a-4838-9b8d-35abbc5d5ef4.jpg,1.0,l,1.0,개
"샘표 일편단심 통들깨 들기름, 200ml, 1개",,,9150,(10ml당458원),내일(일) 새벽도착 보장,2307,458,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4436042345389172-3499e836-ca74-4bab-9496-a73f1c952399.png,200.0,ml,1.0,개
"이금기 치우챠우 칠리오일, 205g, 1개",,,6970,"(100g당3,400원)",내일(일) 새벽도착 보장,55,349,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2371398500302277-62ed0136-4989-4f16-b27f-abab931100af.jpg,205.0,g,1.0,개
"초슨푸즈 아보카도 오일, 500ml, 1개",20,27100,21450,"(100ml당4,290원)",내일(일) 새벽도착 보장,4,1073,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1912933698553-3563b0e3-07fa-4701-a52c-353e046ada9f.jpg,500.0,ml,1.0,개
"오뚜기 오쉐프 옛날참기름, 1.8L, 1개",3,21330,20580,(10ml당114원),내일(일) 새벽도착 보장,50,1029,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/630119120569326-b4ae1fab-8501-4e4b-8f00-14d28a0bc728.jpg,1.8,l,1.0,개
"오뚜기 방앗간 참기름, 200ml, 1개",,,9780,(10ml당489원),내일(일) 새벽도착 보장,1315,489,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/21/16/2/c78d0e0f-130a-4cec-8ef6-e0fc00a283fd.jpg,200.0,ml,1.0,개
"올리타리아 해바라기씨유, 1L, 1개",12,14000,12210,"(100ml당1,221원)",내일(일) 새벽도착 보장,334,610,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/264199780482162-429a02b7-11b3-40df-9dc1-db6d32d7d9af.jpg,1.0,l,1.0,개
"오뚜기 향긋한 들기름, 320ml, 1개",20,15880,12690,(10ml당397원),,125,,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2016/10/18/3005113489/469c8c45-7767-44b7-a4ba-5668ac71cd7d.jpg,320.0,ml,1.0,개
"조혜정의 멸치연구소 볶음용 멸치 (냉동), 500g, 1개",,,11990,(10g당240원),내일(일) 새벽도착 보장,1162,590,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/875233003753832-d0877343-a1b5-4085-93bd-2b6a586577ae.jpg,500.0,g,1.0,개
"바다원 안심이력제 볶음용 남해안 어린이멸치 (냉동), 150g, 1개",15,7900,6640,(10g당443원),내일(일) 새벽도착 보장,5359,302,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3735106365085255-fdf5bb4d-496d-4442-8a64-871b1abb0ae2.jpg,150.0,g,1.0,개
"이어수산 볶음용 멸치 (냉동), 300g, 1개",10,9990,8940,(10g당298원),내일(일) 새벽도착 보장,19850,447,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5476586375827155-aec3cc61-6977-4f93-809a-fe193933f353.jpg,300.0,g,1.0,개
"이어수산 통영 산지 직거래 국물용 멸치 (냉동), 500g, 1봉",,,9970,(10g당199원),내일(일) 새벽도착 보장,4168,474,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/09/14/7/71789089-962d-4577-b1ee-8a216db2c623.jpg,500.0,g,1.0,봉
"해맑은푸드 볶음용 지리멸치 (냉동), 300g, 1개",,,10900,(10g당363원),내일(일) 새벽도착 보장,1234,545,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/29/11/8/cd4851cb-bba1-42b6-bcea-308754c1c600.jpg,300.0,g,1.0,개
"신건호멸치 직접잡은 태안 햇 고바멸치 실속형 안주 조림용 (냉동), 1.5kg, 1개",6,19830,18450,(10g당123원),내일(일) 새벽도착 보장,4149,923,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/25/18/6/4c4b3988-67c2-406a-8811-8ae56c745427.jpg,1.5,kg,1.0,개
"신건호멸치 고추장 멸치 조림 안주용 (냉동), 500g, 1개",,,14220,(10g당284원),내일(일) 새벽도착 보장,1840,711,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/01/17/6/ab23316b-d969-4e2c-a256-b65dddb8a2ef.jpg,500.0,g,1.0,개
"바다원 남해안 볶음조림용 멸치 (냉동), 150g, 1개",25,8900,6590,(10g당439원),내일(일) 새벽도착 보장,1252,290,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/18/14/6/a1952837-c6a6-43ae-9efc-155d310c31bd.jpg,150.0,g,1.0,개
"곰곰 국내산 볶음조림용 멸치 (냉동), 200g, 1개",38,9990,6160,(10g당308원),내일(일) 새벽도착 보장,237,308,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3577147873676778-250ba14d-79a0-48ef-9b7b-764f52503917.jpg,200.0,g,1.0,개
"바다원 안심이력제 국물용 멸치 (냉동), 500g, 1개",8,13900,12700,(10g당254원),내일(일) 새벽도착 보장,1827,535,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/10/12/12/1/9fca15ae-8306-4afe-b4c7-8c2f6cd9987b.jpg,500.0,g,1.0,개
"신건호멸치 다용도 상급 중멸치 조림 육수용 (냉동), 1kg, 1박스",,,18000,(10g당180원),내일(일) 새벽도착 보장,311,900,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/08/16/3/5d3ce636-979e-45f0-9810-1dd0d8fe4518.jpg,1.0,kg,1.0,박스
"신건호멸치 조림 반찬용 볶음용 멸치 (냉동), 500g, 1팩",,,15980,(10g당320원),내일(일) 새벽도착 보장,906,799,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/08/16/4/322d7fd5-1fd9-4ea2-9bc6-a4a1253cd76f.jpg,500.0,g,1.0,팩
"바다원 국내산 안심 이력제 볶음용 멸치 (냉동), 150g, 2개",2,13800,13500,(10g당450원),내일(일) 새벽도착 보장,6324,550,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2441657294768885-1f825b94-d3b5-4b25-b248-2fe0bb6a0498.jpg,150.0,g,2.0,개
"완도소안농협 멸치(세멸), 500g, 1개",,,21900,(10g당438원),내일(일) 새벽도착 보장,4218,1095,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3862854450816862-3b255ac7-a21f-44cf-a251-d29502d769c0.jpg,500.0,g,1.0,개
"신건호멸치 국산 햇 왕다시멸치 상급 국물용 (냉동), 1.5kg, 1박스",,,25640,(10g당171원),내일(일) 새벽도착 보장,3343,1282,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/0820_amir_esrgan_inf80k_batch_5_max3k/391a/62aa6dca5a4792d80fec95c5b0d2e432f27f8e6e88dd2b4c1fda43600d7d.jpg,1.5,kg,1.0,박스
"조혜정의멸치연구소 실속형 볶음멸치 (냉동), 1.5kg, 1개",,,26900,(10g당179원),내일(일) 새벽도착 보장,,1345,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/08/07/13/2/f14a383a-6cb5-44ad-aa2b-3f5975c704e0.jpg,1.5,kg,1.0,개
"완도소안농협 멸치(소멸), 500g, 1박스",,,21490,(10g당430원),내일(일) 새벽도착 보장,490,1075,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3863966390338813-6bf919f5-ff18-47f5-96ee-467c69375c53.jpg,500.0,g,1.0,박스
"신건호멸치 국내산 손질 다시멸치 볶음 안주 국물용 (냉동), 300g, 1개",,,13600,(10g당453원),내일(일) 새벽도착 보장,206,680,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/01/17/1/d499ddea-3c93-46dd-b78f-42cff675fd4b.jpg,300.0,g,1.0,개
"완도소안농협 멸치(소멸), 300g, 1개",,,17100,(10g당570원),내일(일) 새벽도착 보장,875,855,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/10/16/16/8/e9451711-5b7c-414f-9b27-dc14201363d8.jpg,300.0,g,1.0,개
"신건호멸치 직접잡은 실속형 볶음용 햇 지리멸치 (냉동), 1.5kg, 1박스",,,27900,(10g당186원),내일(일) 새벽도착 보장,958,1395,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/25/18/3/ce5609b2-317e-4016-8017-a2ab7eeee4d5.jpg,1.5,kg,1.0,박스
"조혜정의멸치연구소 실속형 조림 안주 고바멸치 (냉동), 1.5kg, 1개",,,22800,(10g당152원),내일(일) 새벽도착 보장,,1140,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/08/07/13/0/9f94c56f-8a85-44f2-8d90-c137a4f201b7.jpg,1.5,kg,1.0,개
"8단계 선별한 어린이 볶음용 멸치 (냉동), 300g, 1개",,,10990,(10g당366원),내일(일) 새벽도착 보장,218,525,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/06/23/11/1/a70e398c-f4ae-4dfc-b942-34dc9a135412.jpg,300.0,g,1.0,개
"이어수산 남해안 조림용 멸치 (냉동), 400g, 1봉",10,11500,10320,(10g당258원),내일(일) 새벽도착 보장,1328,516,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/10/29/18/0/2f43408f-52f1-4151-8991-03add1e5de6a.jpg,400.0,g,1.0,봉
"완도소안농협 멸치(세멸), 300g, 1개",,,15300,(10g당510원),내일(일) 새벽도착 보장,3027,765,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/11/09/12/5/d755de20-3919-40cb-b426-0007425940ff.jpg,300.0,g,1.0,개
"바다원 실속형 국물용 멸치 상급 (냉동), 300g, 1개",14,6900,5880,(10g당196원),내일(일) 새벽도착 보장,1915,294,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/07/08/15/7/2d488a10-165c-4fa2-a528-ac17b106ce91.jpg,300.0,g,1.0,개
"청해명가 수산물이력제 통영멸치 볶음용, 200g, 1개",33,13500,8930,(10g당447원),내일(일) 새벽도착 보장,1426,446,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/10/12/9/56fff380-ce2e-4ffd-b87a-0382908c6ddb.jpg,200.0,g,1.0,개
"조혜정의멸치연구소 일품 건어물 국물 멸치 (냉동), 1kg, 1개",,,20350,(10g당204원),내일(일) 새벽도착 보장,683,1018,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/08/23/15/6/0fefd9a2-e9e8-4c64-bc2e-fb55b847f22b.jpg,1.0,kg,1.0,개
"짜지않아 건강한 어린이멸치 (냉동), 300g, 1개",16,16820,14100,(10g당470원),내일(일) 새벽도착 보장,6590,705,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/665302454955151-a47820be-fe8f-4aad-9d97-76bbde227410.jpg,300.0,g,1.0,개
"조혜정의멸치연구소 국산 손질 멸치, 150g, 1개",,,9990,(10g당666원),내일(일) 새벽도착 보장,342,500,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/01/17/13/9/a2e85b70-7218-4c65-9cf0-d93166cdaf07.jpg,150.0,g,1.0,개
"신건호멸치 국내산 통영 상품 다시멸치 국물 육수용 (냉동), 500g, 1개",,,10900,(10g당218원),내일(일) 새벽도착 보장,687,545,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/01/17/0/4f144e20-750d-49db-a15a-fb23b0e8c469.jpg,500.0,g,1.0,개
"8단계 선별한 조림용 멸치 (냉동), 300g, 1개",,,8990,(10g당300원),내일(일) 새벽도착 보장,10,450,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/06/23/11/1/a5a8c7c2-1747-421f-9891-86de4374fee3.jpg,300.0,g,1.0,개
"남해안 햇 국물용멸치 주바 (냉동), 1.5kg, 1박스",,,25900,(10g당173원),내일(일) 새벽도착 보장,6300,1270,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/17/10/2/1264e340-3438-49e9-a15b-7602cf16b910.jpg,1.5,kg,1.0,박스
"청해명가 사랑가득 멸치 볶음용, 150g, 1개",,,6380,(10g당425원),내일(일) 새벽도착 보장,1470,319,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/21/11/2/3d29d11c-ca83-438c-828e-c8fa0f8502d8.jpg,150.0,g,1.0,개
"곰곰 남해안 국물용 멸치, 400g, 1개",,,7070,(10g당177원),내일(일) 새벽도착 보장,683,354,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/68406354683232-f53331f3-8291-4d20-adba-3260133ffe5a.jpg,400.0,g,1.0,개
"청해명가 수산물이력제 통영멸치 국물용, 200g, 1개",61,12600,4800,(10g당240원),내일(일) 새벽도착 보장,1770,240,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/10/12/3/4a819d99-2501-4621-8f8d-cbf2636af0e2.jpg,200.0,g,1.0,개
"주일 40년 외길 중부시장 김종풍 고추장멸치 (냉동), 560g, 1개",,,11500,(10g당198원),내일(일) 새벽도착 보장,762,575,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/12/07/18/1/0d860359-96f5-43b7-8cf0-4e1f1fd5e47c.jpg,560.0,g,1.0,개
"어식백세 볶음 조림 멸치 (냉동), 100g, 1개",,,3480,(10g당348원),내일(일) 새벽도착 보장,54,174,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/opmcqgjg/6d5288a107804ec0843e43f75af80a67.jpg,100.0,g,1.0,개
"바다원 국내산 안심 이력제 볶음조림용 멸치 (냉동), 150g, 2개",,,12600,(10g당420원),내일(일) 새벽도착 보장,1649,630,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2441597983624253-092e0b26-bec7-4e19-9321-557056e11bb7.jpg,150.0,g,2.0,개
"신건호멸치 어린이 잔멸치 볶음 조림용 (냉동), 1.5kg, 1박스",,,34000,(10g당227원),내일(일) 새벽도착 보장,763,1700,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/08/16/2/7bad704f-8333-4053-8ddd-af90edfbd342.jpg,1.5,kg,1.0,박스
"이어수산 볶음조림용 멸치 (냉동), 500g, 1봉",17,15980,13230,(10g당265원),내일(일) 새벽도착 보장,855,636,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/03/10/17/1/a224d0b6-d994-455c-aff7-cd31eead1469.jpg,500.0,g,1.0,봉
"바다원 남해안 볶음용 멸치 (냉동), 150g, 1개",29,9900,6990,(10g당466원),내일(일) 새벽도착 보장,546,350,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/18/14/0/df5b7a31-4678-43d8-8626-4356b8c4deeb.jpg,150.0,g,1.0,개
